"","AAGE","F_ACLSWKR","F_EDUCATION","F_STATUSMARIT","F_AMJIND","F_AMJOCC","F_RACE","F_ORIGIN","F_ASEX","F_AWKSTAT","F_FILESTATUS","F_HHDFMX","F_HHDREL","MARSUPWT","CHILDS","F_CONBIRTHFATH","F_CONBIRTHMOTH","F_PENATVTY","F_PRCITSHP","WKSWORKYEAR","TARGET"
"278",52,"Private","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Married-civilian_spouse_present","Personal_services_except_private_HH","Other_service","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1064.96,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"279",27,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Manufacturing-durable_goods","Handlers_equip_cleaners_etc","Black","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",1156.44,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",45,"-_50000."
"280",41,"Local_government","High_school_graduate","Married-civilian_spouse_present","Public_administration","Protective_services","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",1666.55,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"281",33,"Private","Bachelors_degree(BA_AB_BS)","Never_married","Manufacturing-durable_goods","Professional_specialty","White","All_other","Female","Full-time_schedules","Single","Nonfamily_householder","Householder",1891.95,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"282",10,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2562.92,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"283",27,"Private","High_school_graduate","Married-civilian_spouse_present","Transportation","Handlers_equip_cleaners_etc","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2291.16,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"284",76,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Not_in_labor_force","Nonfiler","Spouse_of_householder","Spouse_of_householder",1522.21,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"285",27,"Private","7th_and_8th_grade","Married-civilian_spouse_present","Agriculture","Handlers_equip_cleaners_etc","White","Mexican_(Mexicano)","Male","Full-time_schedules","Joint_both_under_65","Other_Rel_18+_ever_marr_RP_of_subfamily","Other_relative_of_householder",1133.83,2,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"286",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",3123.74,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"287",31,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Joint_both_under_65","Householder","Householder",1430.05,0,"United-States","United-States","United-States","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"288",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",7066.72,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"289",58,"Private","Associates_degree-academic_program","Married-civilian_spouse_present","Private_household_services","Private_household_services","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Other_Rel_18+_ever_marr_RP_of_subfamily","Other_relative_of_householder",2177.53,1,"Poland","Poland","Poland","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"290",30,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Householder","Householder",1176.32,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",14,"-_50000."
"291",9,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",118.05,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"292",65,"Private","10th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Not_in_labor_force","Joint_one_under_65_&_one_65+","Householder","Householder",2506.61,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"293",16,"Private","9th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",3600.1,2,"United-States","United-States","United-States","Native-_Born_in_the_United_States",6,"-_50000."
"294",68,"Private","11th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Nonfiler","Householder","Householder",4285.64,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"295",27,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-durable_goods","Precision_production_craft_&_repair","White","Other_Spanish","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",704.01,3,"Dominican-Republic","Dominican-Republic","Dominican-Republic","Foreign_born-_Not_a_citizen_of_U_S",36,"-_50000."
"296",58,"Local_government","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Married-civilian_spouse_present","Education","Professional_specialty","Black","All_other","Female","PT_for_econ_reasons_usually_FT","Joint_both_under_65","Householder","Householder",1952.93,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"297",56,"Private","High_school_graduate","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Other_Rel_18+_never_marr_not_in_subfamily","Other_relative_of_householder",1164.99,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"298",34,"Private","High_school_graduate","Married-civilian_spouse_present","Utilities_and_sanitary_services","Precision_production_craft_&_repair","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",2971.25,5,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"299",70,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",624.56,0,"Italy","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"300",46,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Manufacturing-durable_goods","Machine_operators_assmblrs_&_inspctrs","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1294.7,5,"United-States","United-States","United-States","Native-_Born_in_the_United_States",39,"-_50000."
"301",15,"Private","7th_and_8th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",368.23,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",16,"-_50000."
"302",13,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",218.68,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"303",22,"Private","Associates_degree-occup_/vocational","Never_married","Retail_trade","Handlers_equip_cleaners_etc","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",2162.94,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"304",63,"Private","9th_grade","Married-civilian_spouse_present","Agriculture","Farming_forestry_and_fishing","Black","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1877.1,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"305",10,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",924.94,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"306",46,"Private","High_school_graduate","Married-civilian_spouse_present","Utilities_and_sanitary_services","Precision_production_craft_&_repair","White","All_other","Male","PT_for_non-econ_reasons_usually_FT","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1044.28,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"307",1,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2690.41,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"308",8,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1045.89,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"309",15,"Private","7th_and_8th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Secondary_individual","Nonrelative_of_householder",896.93,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"310",9,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Nonfiler","Grandchild_<18_never_marr_not_in_subfamily","Other_relative_of_householder",2575.1,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"311",0,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1916.92,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
